"module_name","variable_name","current_audit_status","classification","recommended_action","classification_reason","code_files","notes"
"recovery-summary","recovery_summary_contract","code_only_not_in_brief","accept_reference_wrapper","document_as_reference_wrapper_not_business_metric","Field appears to be a named module output contract wrapper consumed by another module.","app\recovery-outcome\page.jsx","implemented_contract_not_documented_in_brief"
"revenue-cogs","business_setup","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","business_type","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","calculations","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","cost_of_sales_lines","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","direct_cost_categories","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","labour_based","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","No strong automated signal. Needs human review before adding to a module brief.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","revenue_cogs","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
"revenue-cogs","revenue_cogs_state","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueCogs.js","implemented_contract_not_documented_in_brief"
"revenue-reality","business_setup","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
"revenue-reality","business_type","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js","implemented_contract_not_documented_in_brief"
"revenue-reality","calculations","code_only_not_in_brief","owner_review_required","manual_owner_review_before_briefing","Field appears to be a wrapper, state object, or cross-module reference rather than a direct metric.","hooks\useRevenueReality.js","implemented_contract_not_documented_in_brief"
"revenue-reality","is_product_based","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js","implemented_contract_not_documented_in_brief | readiness_field"
"revenue-reality","total_revenue","code_only_not_in_brief","accept_contract_field","add_to_v5_module_brief_output_contract","Field is a named business/status/readiness/financial/hour/recovery output used by code.","components\revenue-reality\RevenueRealityStatusStrip.jsx | hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js","implemented_contract_not_documented_in_brief"
