module_name,variable_name,update_type,recommended_action,priority,reason,code_files,notes
general-overheads,employee_overheads_benchmark_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,employee_overheads_check,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,employee_overheads_lines,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,general_overheads,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\cost-summary\page.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
general-overheads,general_overheads_output,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx,implemented_contract_not_documented_in_brief
general-overheads,general_overheads_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js | lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
general-overheads,general_overheads_outputs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
general-overheads,grouped_overhead_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\general-overheads\GeneralOverheadSummaryCard.jsx | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,grouped_summary,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,is_hydrated,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief | readiness_field
general-overheads,operating_expense_lines,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
general-overheads,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\general-overheads\GeneralOverheadSummaryCard.jsx | hooks\useGeneralOverheads.js | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,overhead_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\general-overheads\GeneralOverheadSummaryCard.jsx | hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
general-overheads,overhead_state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js | lib\selectors\general-overheads\generalOverheadCardSelector.js,implemented_contract_not_documented_in_brief
general-overheads,pool_key,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\general-overheads\GeneralOverheadSummaryCard.jsx,implemented_contract_not_documented_in_brief
general-overheads,system_allocation_amount_overrides,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
labour,active_staff,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
labour,all_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,build_active_labour_rate_model_for_calculation,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,build_all_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_cost_allocation_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js,implemented_contract_not_documented_in_brief
labour,build_labour_rate_result_metrics,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,build_labour_type_rows_by_class,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_productive_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,build_support_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,cost_allocation,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\rate-builder\useRateBuilderLabourRates.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js,implemented_contract_not_documented_in_brief
labour,cost_allocation_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,expected_labour_margin_percent,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,get_nested_value,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,is_labour_based,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\business-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryHierarchyBuilder.js | hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js | lib\calculations\businessSummaryCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\calculations\revenueRealityCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\recoverySummarySelectors.js,implemented_contract_not_documented_in_brief | readiness_field
labour,is_labour_reality,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\quick-start\QuickStartMainCard.jsx | lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief | readiness_field
labour,labour,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
labour,labour_based,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js,implemented_contract_not_documented_in_brief
labour,labour_data,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
labour,labour_hours,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\quickStartSelectors.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,labour_output,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\rate-builder\useRateBuilderLabourRates.js,implemented_contract_not_documented_in_brief
labour,labour_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRevenueReality.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js | lib\calculations\quoteEngineCalculations.js | lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
labour,labour_outputs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js | lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
labour,labour_pct,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,labour_profiles,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useEmployeeOverheads.js,implemented_contract_not_documented_in_brief
labour,labour_rate,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\labour\ScenarioModelCard.jsx | lib\calculations\quickStartCalculations.js | lib\selectors\labour\labourStatusSelectors.js | lib\selectors\quickStartSelectors.js | lib\storage\labourRateRealityCheckStorage.js | lib\storage\labourStorage.js | lib\storage\quickStartStorage.js,implemented_contract_not_documented_in_brief
labour,labour_rate_reality_check,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,labour_value,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\quickStartSelectors.js,implemented_contract_not_documented_in_brief
labour,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\labour\LabourCompactWorkspaceCard.jsx | hooks\useLabour.js | lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,productive_hours,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | lib\reconciliation\reconciliationRules.js | lib\selectors\labour\labourStatusSelectors.js,implemented_contract_not_documented_in_brief
labour,productive_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,productive_labour_types,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
labour,productive_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,productive_staff_type_rate_warnings,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\labour\LabourCompactWorkspaceCard.jsx | components\labour\ProductiveStaffTypeRatesPanel.jsx | lib\calculations\labourCalculations.js | lib\selectors\labour\labourOutputContractSelectors.js,implemented_contract_not_documented_in_brief | warnings_field
labour,profile_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useLabour.js,implemented_contract_not_documented_in_brief
labour,rate_builder_labour_recovery_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,recovery_plan,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\rate-builder\rateBuilderLabourModelSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js,implemented_contract_not_documented_in_brief
labour,required_labour_burden_rate,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\business-summary\page.jsx | hooks\useBusinessSummary.js,implemented_contract_not_documented_in_brief
labour,required_labour_class,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,safe_array,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,support_labour_type_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostAllocation.js,implemented_contract_not_documented_in_brief
labour,support_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\calculations\cost-allocation\costAllocationLabourAdapter.js,implemented_contract_not_documented_in_brief
labour,total_productive_paid_hours,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\labour\LabourCompactWorkspaceCard.jsx | components\labour\ProductiveStaffTypeRatesPanel.jsx,implemented_contract_not_documented_in_brief
labour,total_staff_recovery_hours,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useBusinessSummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
labour,weighted_all_productive_productivity_percent,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\labour\LabourCompactWorkspaceCard.jsx,implemented_contract_not_documented_in_brief
model-readiness,model_readiness,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\cost-summary\page.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
model-readiness,model_readiness_status,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\business-summary\page.jsx | app\cost-summary\page.jsx | app\dev\model-readiness\page.jsx | app\model-readiness\page.jsx | app\quote-engine\page.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | components\model-readiness\ModelReadinessStatusStrip.jsx | components\quote-engine\QuoteEngineStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | lib\calculations\modelReadinessCalculations.js | lib\calculations\quoteEngineCalculations.js | lib\selectors\costSummarySelectors.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | status_field
model-readiness,model_ready,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\cost-summary\page.jsx | app\dev\model-readiness\page.jsx | app\model-readiness\page.jsx | app\quote-engine\page.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | components\model-readiness\ModelReadinessAuditPanel.jsx | components\model-readiness\ModelReadinessStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | hooks\useQuoteEngine.js | lib\calculations\modelReadinessCalculations.js | lib\calculations\quoteEngineCalculations.js | lib\selectors\costSummarySelectors.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | readiness_field
model-readiness,model_trust_state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\business-modelling\page.jsx | app\quote-engine\page.jsx | components\business-modelling\BusinessModellingBaselineCard.jsx | components\quote-engine\QuoteEngineStatusStrip.jsx | hooks\useBusinessModelling.js | hooks\useBusinessSummary.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | lib\calculations\businessModellingCalculations.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\quoteEngineCalculations.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\businessModellingSelectors.js | lib\selectors\businessSummarySelectors.js | lib\selectors\quoteEngineSelectors.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,implemented_contract_not_documented_in_brief | trust_state_field
model-readiness,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx,implemented_contract_not_documented_in_brief
model-readiness,quote_model_trust_state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useQuoteEngine.js | lib\calculations\quoteEngineCalculations.js | lib\selectors\quoteEngineSelectors.js,implemented_contract_not_documented_in_brief | trust_state_field
module-reconciliation,acc_work_levy_annual,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,finance_cost_annual,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,has_legacy_running_cost,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,is_ready,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief | readiness_field
module-reconciliation,legacy_running_cost_check,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useModuleReconciliation.js | lib\reconciliation\moduleReconciliation.js,implemented_contract_not_documented_in_brief
module-reconciliation,running_cost_annual,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,total_acc_levy_annual,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,total_business_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,total_other_income,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
module-reconciliation,unassigned_balance,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
opening-hours,macro_required_operating_hour_rate,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\business-summary\page.jsx | app\cost-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryStatusStrip.jsx | components\cost-summary\CostSummaryCard.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | lib\calculations\costSummaryCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\costSummarySelectors.js,implemented_contract_not_documented_in_brief
opening-hours,net_annual_business_open_hours,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\business-summary\BusinessSummaryStatusStrip.jsx | hooks\useBusinessSummary.js | lib\selectors\openingHoursSelectors.js,implemented_contract_not_documented_in_brief
opening-hours,opening_hours_module,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useCostSummary.js,implemented_contract_not_documented_in_brief
p-and-l,Ready,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,assets_benchmark_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,build_general_overheads_from_pnl,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,build_pnl_sync_signature,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,build_reconciliation,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,build_unassigned_details,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,build_warnings,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief | warnings_field
p-and-l,direct_cost_category_totals,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,employee_overheads_benchmark_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,excluded_asset_finance_interest_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,format_number,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,general_overheads_benchmark_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,good,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossStatusStrip.jsx | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,gross_profit,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,hired_equipment_cost,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,label,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,materials_cost,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,model_total_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,net_profit,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useProfitAndLoss.js | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,pnl_interest_marked_asset_finance_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,pnl_interest_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,pnl_output,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx,implemented_contract_not_documented_in_brief
p-and-l,pnl_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useAssets.js | hooks\useGeneralOverheads.js | hooks\useRevenueCogs.js | lib\reconciliation\moduleReconciliation.js | lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief
